"Segment","Country","Product","Discount Band","Units Sold","Manufacturing Price","Sale Price","Gross Sales","Discounts"," Sales","COGS","Profit","Date","Month Number","Month Name","Year"
"Government","United States of America","Paseo","High","2641"," $ 10 "," $ 20 "," $ 52,820 "," $ 6,867 "," $ 45,953 "," $ 26,410 "," $ 19,543 ","2/1/2014","2","February","2014"
"Government","Germany","Paseo","High","2708"," $ 10 "," $ 20 "," $ 54,160 "," $ 7,041 "," $ 47,119 "," $ 27,080 "," $ 20,039 ","2/1/2014","2","February","2014"
"Government","Canada","Paseo","High","2632"," $ 10 "," $ 350 "," $ 921,200 "," $ 119,756 "," $ 801,444 "," $ 684,320 "," $ 117,124 ","6/1/2014","6","June","2014"
"Enterprise","Canada","Paseo","High","1583"," $ 10 "," $ 125 "," $ 197,875 "," $ 25,724 "," $ 172,151 "," $ 189,960 ","-$ 17,809 ","6/1/2014","6","June","2014"
"Channel Partners","Mexico","Paseo","High","571"," $ 10 "," $ 12 "," $ 6,852 "," $ 891 "," $ 5,961 "," $ 1,713 "," $ 4,248 ","7/1/2014","7","July","2014"
"Government","France","Paseo","High","2696"," $ 10 "," $ 7 "," $ 18,872 "," $ 2,453 "," $ 16,419 "," $ 13,480 "," $ 2,939 ","8/1/2014","8","August","2014"
"Midmarket","Canada","Paseo","High","1565"," $ 10 "," $ 15 "," $ 23,475 "," $ 3,052 "," $ 20,423 "," $ 15,650 "," $ 4,773 ","10/1/2014","10","October","2014"
"Government","Canada","Paseo","High","1249"," $ 10 "," $ 20 "," $ 24,980 "," $ 3,247 "," $ 21,733 "," $ 12,490 "," $ 9,243 ","10/1/2014","10","October","2014"
"Government","Germany","Paseo","High","357"," $ 10 "," $ 350 "," $ 124,950 "," $ 16,244 "," $ 108,707 "," $ 92,820 "," $ 15,887 ","11/1/2014","11","November","2014"
"Channel Partners","Germany","Paseo","High","1013"," $ 10 "," $ 12 "," $ 12,156 "," $ 1,580 "," $ 10,576 "," $ 3,039 "," $ 7,537 ","12/1/2014","12","December","2014"
"Midmarket","France","Velo","High","3998"," $ 120 "," $ 15 "," $ 59,963 "," $ 7,795 "," $ 52,167 "," $ 39,975 "," $ 12,192 ","1/1/2014","1","January","2014"
"Government","Canada","Velo","High","2632"," $ 120 "," $ 350 "," $ 921,200 "," $ 119,756 "," $ 801,444 "," $ 684,320 "," $ 117,124 ","6/1/2014","6","June","2014"
"Government","France","Velo","High","1190"," $ 120 "," $ 7 "," $ 8,330 "," $ 1,083 "," $ 7,247 "," $ 5,950 "," $ 1,297 ","6/1/2014","6","June","2014"
"Channel Partners","Mexico","Velo","High","604"," $ 120 "," $ 12 "," $ 7,248 "," $ 942 "," $ 6,306 "," $ 1,812 "," $ 4,494 ","6/1/2014","6","June","2014"
"Midmarket","Germany","Velo","High","660"," $ 120 "," $ 15 "," $ 9,900 "," $ 1,287 "," $ 8,613 "," $ 6,600 "," $ 2,013 ","9/1/2013","9","September","2013"
"Channel Partners","Mexico","Velo","High","410"," $ 120 "," $ 12 "," $ 4,920 "," $ 640 "," $ 4,280 "," $ 1,230 "," $ 3,050 ","10/1/2014","10","October","2014"
"Small Business","Mexico","Velo","High","2605"," $ 120 "," $ 300 "," $ 781,500 "," $ 101,595 "," $ 679,905 "," $ 651,250 "," $ 28,655 ","11/1/2013","11","November","2013"
"Channel Partners","Germany","Velo","High","1013"," $ 120 "," $ 12 "," $ 12,156 "," $ 1,580 "," $ 10,576 "," $ 3,039 "," $ 7,537 ","12/1/2014","12","December","2014"
"Enterprise","Canada","VTT","High","1583"," $ 250 "," $ 125 "," $ 197,875 "," $ 25,724 "," $ 172,151 "," $ 189,960 ","-$ 17,809 ","6/1/2014","6","June","2014"
"Midmarket","Canada","VTT","High","1565"," $ 250 "," $ 15 "," $ 23,475 "," $ 3,052 "," $ 20,423 "," $ 15,650 "," $ 4,773 ","10/1/2014","10","October","2014"
"Enterprise","Canada","Amarilla","High","1659"," $ 260 "," $ 125 "," $ 207,375 "," $ 26,959 "," $ 180,416 "," $ 199,080 ","-$ 18,664 ","1/1/2014","1","January","2014"
"Government","France","Amarilla","High","1190"," $ 260 "," $ 7 "," $ 8,330 "," $ 1,083 "," $ 7,247 "," $ 5,950 "," $ 1,297 ","6/1/2014","6","June","2014"
"Channel Partners","Mexico","Amarilla","High","410"," $ 260 "," $ 12 "," $ 4,920 "," $ 640 "," $ 4,280 "," $ 1,230 "," $ 3,050 ","10/1/2014","10","October","2014"
"Channel Partners","Germany","Amarilla","High","1770"," $ 260 "," $ 12 "," $ 21,240 "," $ 2,761 "," $ 18,479 "," $ 5,310 "," $ 13,169 ","12/1/2013","12","December","2013"
"Government","Mexico","Carretera","High","2579"," $ 3 "," $ 20 "," $ 51,580 "," $ 7,221 "," $ 44,359 "," $ 25,790 "," $ 18,569 ","4/1/2014","4","April","2014"
"Government","United States of America","Carretera","High","1743"," $ 3 "," $ 20 "," $ 34,860 "," $ 4,880 "," $ 29,980 "," $ 17,430 "," $ 12,550 ","5/1/2014","5","May","2014"
"Government","United States of America","Carretera","High","2996"," $ 3 "," $ 7 "," $ 20,972 "," $ 2,936 "," $ 18,036 "," $ 14,980 "," $ 3,056 ","10/1/2013","10","October","2013"
"Government","Germany","Carretera","High","280"," $ 3 "," $ 7 "," $ 1,960 "," $ 274 "," $ 1,686 "," $ 1,400 "," $ 286 ","12/1/2014","12","December","2014"
"Government","France","Montana","High","293"," $ 5 "," $ 7 "," $ 2,051 "," $ 287 "," $ 1,764 "," $ 1,465 "," $ 299 ","2/1/2014","2","February","2014"
"Government","United States of America","Montana","High","2996"," $ 5 "," $ 7 "," $ 20,972 "," $ 2,936 "," $ 18,036 "," $ 14,980 "," $ 3,056 ","10/1/2013","10","October","2013"
"Midmarket","Germany","Paseo","High","278"," $ 10 "," $ 15 "," $ 4,170 "," $ 584 "," $ 3,586 "," $ 2,780 "," $ 806 ","2/1/2014","2","February","2014"
"Government","Canada","Paseo","High","2428"," $ 10 "," $ 20 "," $ 48,560 "," $ 6,798 "," $ 41,762 "," $ 24,280 "," $ 17,482 ","3/1/2014","3","March","2014"
"Midmarket","United States of America","Paseo","High","1767"," $ 10 "," $ 15 "," $ 26,505 "," $ 3,711 "," $ 22,794 "," $ 17,670 "," $ 5,124 ","9/1/2014","9","September","2014"
"Channel Partners","France","Paseo","High","1393"," $ 10 "," $ 12 "," $ 16,716 "," $ 2,340 "," $ 14,376 "," $ 4,179 "," $ 10,197 ","10/1/2014","10","October","2014"
"Government","Germany","VTT","High","280"," $ 250 "," $ 7 "," $ 1,960 "," $ 274 "," $ 1,686 "," $ 1,400 "," $ 286 ","12/1/2014","12","December","2014"
"Channel Partners","France","Amarilla","High","1393"," $ 260 "," $ 12 "," $ 16,716 "," $ 2,340 "," $ 14,376 "," $ 4,179 "," $ 10,197 ","10/1/2014","10","October","2014"
"Channel Partners","United States of America","Amarilla","High","2015"," $ 260 "," $ 12 "," $ 24,180 "," $ 3,385 "," $ 20,795 "," $ 6,045 "," $ 14,750 ","12/1/2013","12","December","2013"
"Small Business","Mexico","Carretera","High","801"," $ 3 "," $ 300 "," $ 240,300 "," $ 33,642 "," $ 206,658 "," $ 200,250 "," $ 6,408 ","7/1/2014","7","July","2014"
"Enterprise","France","Carretera","High","1023"," $ 3 "," $ 125 "," $ 127,875 "," $ 17,903 "," $ 109,973 "," $ 122,760 ","-$ 12,788 ","9/1/2013","9","September","2013"
"Small Business","Canada","Carretera","High","1496"," $ 3 "," $ 300 "," $ 448,800 "," $ 62,832 "," $ 385,968 "," $ 374,000 "," $ 11,968 ","10/1/2014","10","October","2014"
"Small Business","United States of America","Carretera","High","1010"," $ 3 "," $ 300 "," $ 303,000 "," $ 42,420 "," $ 260,580 "," $ 252,500 "," $ 8,080 ","10/1/2014","10","October","2014"
"Midmarket","Germany","Carretera","High","1513"," $ 3 "," $ 15 "," $ 22,695 "," $ 3,177 "," $ 19,518 "," $ 15,130 "," $ 4,388 ","11/1/2014","11","November","2014"
"Midmarket","Canada","Carretera","High","2300"," $ 3 "," $ 15 "," $ 34,500 "," $ 4,830 "," $ 29,670 "," $ 23,000 "," $ 6,670 ","12/1/2014","12","December","2014"
"Enterprise","Mexico","Carretera","High","2821"," $ 3 "," $ 125 "," $ 352,625 "," $ 49,368 "," $ 303,258 "," $ 338,520 ","-$ 35,263 ","12/1/2013","12","December","2013"
"Government","Canada","Montana","High","2228"," $ 5 "," $ 350 "," $ 779,625 "," $ 109,148 "," $ 670,478 "," $ 579,150 "," $ 91,328 ","1/1/2014","1","January","2014"
"Government","Germany","Montana","High","1199"," $ 5 "," $ 350 "," $ 419,650 "," $ 58,751 "," $ 360,899 "," $ 311,740 "," $ 49,159 ","4/1/2014","4","April","2014"
"Government","Canada","Montana","High","200"," $ 5 "," $ 350 "," $ 70,000 "," $ 9,800 "," $ 60,200 "," $ 52,000 "," $ 8,200 ","5/1/2014","5","May","2014"
"Government","Canada","Montana","High","388"," $ 5 "," $ 7 "," $ 2,716 "," $ 380 "," $ 2,336 "," $ 1,940 "," $ 396 ","9/1/2014","9","September","2014"
"Government","Mexico","Montana","High","1727"," $ 5 "," $ 7 "," $ 12,089 "," $ 1,692 "," $ 10,397 "," $ 8,635 "," $ 1,762 ","10/1/2013","10","October","2013"
"Midmarket","Canada","Montana","High","2300"," $ 5 "," $ 15 "," $ 34,500 "," $ 4,830 "," $ 29,670 "," $ 23,000 "," $ 6,670 ","12/1/2014","12","December","2014"
"Government","Mexico","Paseo","High","260"," $ 10 "," $ 20 "," $ 5,200 "," $ 728 "," $ 4,472 "," $ 2,600 "," $ 1,872 ","2/1/2014","2","February","2014"
"Midmarket","Canada","Paseo","High","2470"," $ 10 "," $ 15 "," $ 37,050 "," $ 5,187 "," $ 31,863 "," $ 24,700 "," $ 7,163 ","9/1/2013","9","September","2013"
"Midmarket","Canada","Paseo","High","1743"," $ 10 "," $ 15 "," $ 26,145 "," $ 3,660 "," $ 22,485 "," $ 17,430 "," $ 5,055 ","10/1/2013","10","October","2013"
"Channel Partners","United States of America","Paseo","High","2914"," $ 10 "," $ 12 "," $ 34,968 "," $ 4,896 "," $ 30,072 "," $ 8,742 "," $ 21,330 ","10/1/2014","10","October","2014"
"Government","France","Paseo","High","1731"," $ 10 "," $ 7 "," $ 12,117 "," $ 1,696 "," $ 10,421 "," $ 8,655 "," $ 1,766 ","10/1/2014","10","October","2014"
"Government","Canada","Paseo","High","700"," $ 10 "," $ 350 "," $ 245,000 "," $ 34,300 "," $ 210,700 "," $ 182,000 "," $ 28,700 ","11/1/2014","11","November","2014"
"Channel Partners","Canada","Paseo","High","2222"," $ 10 "," $ 12 "," $ 26,664 "," $ 3,733 "," $ 22,931 "," $ 6,666 "," $ 16,265 ","11/1/2013","11","November","2013"
"Government","United States of America","Paseo","High","1177"," $ 10 "," $ 350 "," $ 411,950 "," $ 57,673 "," $ 354,277 "," $ 306,020 "," $ 48,257 ","11/1/2014","11","November","2014"
"Government","France","Paseo","High","1922"," $ 10 "," $ 350 "," $ 672,700 "," $ 94,178 "," $ 578,522 "," $ 499,720 "," $ 78,802 ","11/1/2013","11","November","2013"
"Enterprise","Mexico","Velo","High","1575"," $ 120 "," $ 125 "," $ 196,875 "," $ 27,563 "," $ 169,313 "," $ 189,000 ","-$ 19,688 ","2/1/2014","2","February","2014"
"Government","United States of America","Velo","High","606"," $ 120 "," $ 20 "," $ 12,120 "," $ 1,697 "," $ 10,423 "," $ 6,060 "," $ 4,363 ","4/1/2014","4","April","2014"
"Small Business","United States of America","Velo","High","2460"," $ 120 "," $ 300 "," $ 738,000 "," $ 103,320 "," $ 634,680 "," $ 615,000 "," $ 19,680 ","7/1/2014","7","July","2014"
"Small Business","Canada","Velo","High","269"," $ 120 "," $ 300 "," $ 80,700 "," $ 11,298 "," $ 69,402 "," $ 67,250 "," $ 2,152 ","10/1/2013","10","October","2013"
"Small Business","Germany","Velo","High","2536"," $ 120 "," $ 300 "," $ 760,800 "," $ 106,512 "," $ 654,288 "," $ 634,000 "," $ 20,288 ","11/1/2013","11","November","2013"
"Government","Mexico","VTT","High","2903"," $ 250 "," $ 7 "," $ 20,321 "," $ 2,845 "," $ 17,476 "," $ 14,515 "," $ 2,961 ","3/1/2014","3","March","2014"
"Small Business","United States of America","VTT","High","2541"," $ 250 "," $ 300 "," $ 762,300 "," $ 106,722 "," $ 655,578 "," $ 635,250 "," $ 20,328 ","8/1/2014","8","August","2014"
"Small Business","Canada","VTT","High","269"," $ 250 "," $ 300 "," $ 80,700 "," $ 11,298 "," $ 69,402 "," $ 67,250 "," $ 2,152 ","10/1/2013","10","October","2013"
"Small Business","Canada","VTT","High","1496"," $ 250 "," $ 300 "," $ 448,800 "," $ 62,832 "," $ 385,968 "," $ 374,000 "," $ 11,968 ","10/1/2014","10","October","2014"
"Small Business","United States of America","VTT","High","1010"," $ 250 "," $ 300 "," $ 303,000 "," $ 42,420 "," $ 260,580 "," $ 252,500 "," $ 8,080 ","10/1/2014","10","October","2014"
"Government","France","VTT","High","1281"," $ 250 "," $ 350 "," $ 448,350 "," $ 62,769 "," $ 385,581 "," $ 333,060 "," $ 52,521 ","12/1/2013","12","December","2013"
"Small Business","Canada","Amarilla","High","888"," $ 260 "," $ 300 "," $ 266,400 "," $ 37,296 "," $ 229,104 "," $ 222,000 "," $ 7,104 ","3/1/2014","3","March","2014"
"Enterprise","United States of America","Amarilla","High","2844"," $ 260 "," $ 125 "," $ 355,500 "," $ 49,770 "," $ 305,730 "," $ 341,280 ","-$ 35,550 ","5/1/2014","5","May","2014"
"Channel Partners","France","Amarilla","High","2475"," $ 260 "," $ 12 "," $ 29,700 "," $ 4,158 "," $ 25,542 "," $ 7,425 "," $ 18,117 ","8/1/2014","8","August","2014"
"Midmarket","Canada","Amarilla","High","1743"," $ 260 "," $ 15 "," $ 26,145 "," $ 3,660 "," $ 22,485 "," $ 17,430 "," $ 5,055 ","10/1/2013","10","October","2013"
"Channel Partners","United States of America","Amarilla","High","2914"," $ 260 "," $ 12 "," $ 34,968 "," $ 4,896 "," $ 30,072 "," $ 8,742 "," $ 21,330 ","10/1/2014","10","October","2014"
"Government","France","Amarilla","High","1731"," $ 260 "," $ 7 "," $ 12,117 "," $ 1,696 "," $ 10,421 "," $ 8,655 "," $ 1,766 ","10/1/2014","10","October","2014"
"Government","Mexico","Amarilla","High","1727"," $ 260 "," $ 7 "," $ 12,089 "," $ 1,692 "," $ 10,397 "," $ 8,635 "," $ 1,762 ","10/1/2013","10","October","2013"
"Midmarket","Mexico","Amarilla","High","1870"," $ 260 "," $ 15 "," $ 28,050 "," $ 3,927 "," $ 24,123 "," $ 18,700 "," $ 5,423 ","11/1/2013","11","November","2013"
"Enterprise","France","Carretera","High","1174"," $ 3 "," $ 125 "," $ 146,750 "," $ 22,013 "," $ 124,738 "," $ 140,880 ","-$ 16,143 ","8/1/2014","8","August","2014"
"Enterprise","Germany","Carretera","High","2767"," $ 3 "," $ 125 "," $ 345,875 "," $ 51,881 "," $ 293,994 "," $ 332,040 ","-$ 38,046 ","8/1/2014","8","August","2014"
"Enterprise","Germany","Carretera","High","1085"," $ 3 "," $ 125 "," $ 135,625 "," $ 20,344 "," $ 115,281 "," $ 130,200 ","-$ 14,919 ","10/1/2014","10","October","2014"
"Small Business","Mexico","Montana","High","546"," $ 5 "," $ 300 "," $ 163,800 "," $ 24,570 "," $ 139,230 "," $ 136,500 "," $ 2,730 ","10/1/2014","10","October","2014"
"Government","Germany","Paseo","High","1158"," $ 10 "," $ 20 "," $ 23,160 "," $ 3,474 "," $ 19,686 "," $ 11,580 "," $ 8,106 ","3/1/2014","3","March","2014"
"Midmarket","Canada","Paseo","High","1614"," $ 10 "," $ 15 "," $ 24,210 "," $ 3,632 "," $ 20,579 "," $ 16,140 "," $ 4,439 ","4/1/2014","4","April","2014"
"Government","Mexico","Paseo","High","2535"," $ 10 "," $ 7 "," $ 17,745 "," $ 2,662 "," $ 15,083 "," $ 12,675 "," $ 2,408 ","4/1/2014","4","April","2014"
"Government","Mexico","Paseo","High","2851"," $ 10 "," $ 350 "," $ 997,850 "," $ 149,678 "," $ 848,173 "," $ 741,260 "," $ 106,913 ","5/1/2014","5","May","2014"
"Midmarket","Canada","Paseo","High","2559"," $ 10 "," $ 15 "," $ 38,385 "," $ 5,758 "," $ 32,627 "," $ 25,590 "," $ 7,037 ","8/1/2014","8","August","2014"
"Government","United States of America","Paseo","High","267"," $ 10 "," $ 20 "," $ 5,340 "," $ 801 "," $ 4,539 "," $ 2,670 "," $ 1,869 ","10/1/2013","10","October","2013"
"Enterprise","Germany","Paseo","High","1085"," $ 10 "," $ 125 "," $ 135,625 "," $ 20,344 "," $ 115,281 "," $ 130,200 ","-$ 14,919 ","10/1/2014","10","October","2014"
"Midmarket","Germany","Paseo","High","1175"," $ 10 "," $ 15 "," $ 17,625 "," $ 2,644 "," $ 14,981 "," $ 11,750 "," $ 3,231 ","10/1/2014","10","October","2014"
"Government","United States of America","Paseo","High","2007"," $ 10 "," $ 350 "," $ 702,450 "," $ 105,368 "," $ 597,083 "," $ 521,820 "," $ 75,263 ","11/1/2013","11","November","2013"
"Government","Mexico","Paseo","High","2151"," $ 10 "," $ 350 "," $ 752,850 "," $ 112,928 "," $ 639,923 "," $ 559,260 "," $ 80,663 ","11/1/2013","11","November","2013"
"Channel Partners","United States of America","Paseo","High","914"," $ 10 "," $ 12 "," $ 10,968 "," $ 1,645 "," $ 9,323 "," $ 2,742 "," $ 6,581 ","12/1/2014","12","December","2014"
"Government","France","Paseo","High","293"," $ 10 "," $ 20 "," $ 5,860 "," $ 879 "," $ 4,981 "," $ 2,930 "," $ 2,051 ","12/1/2014","12","December","2014"
"Channel Partners","Mexico","Velo","High","500"," $ 120 "," $ 12 "," $ 6,000 "," $ 900 "," $ 5,100 "," $ 1,500 "," $ 3,600 ","3/1/2014","3","March","2014"
"Midmarket","France","Velo","High","2826"," $ 120 "," $ 15 "," $ 42,390 "," $ 6,359 "," $ 36,032 "," $ 28,260 "," $ 7,772 ","5/1/2014","5","May","2014"
"Enterprise","France","Velo","High","663"," $ 120 "," $ 125 "," $ 82,875 "," $ 12,431 "," $ 70,444 "," $ 79,560 ","-$ 9,116 ","9/1/2014","9","September","2014"
"Small Business","United States of America","Velo","High","2574"," $ 120 "," $ 300 "," $ 772,200 "," $ 115,830 "," $ 656,370 "," $ 643,500 "," $ 12,870 ","11/1/2013","11","November","2013"
"Enterprise","United States of America","Velo","High","2438"," $ 120 "," $ 125 "," $ 304,750 "," $ 45,713 "," $ 259,038 "," $ 292,560 ","-$ 33,523 ","12/1/2013","12","December","2013"
"Channel Partners","United States of America","Velo","High","914"," $ 120 "," $ 12 "," $ 10,968 "," $ 1,645 "," $ 9,323 "," $ 2,742 "," $ 6,581 ","12/1/2014","12","December","2014"
"Government","Canada","VTT","High","866"," $ 250 "," $ 20 "," $ 17,310 "," $ 2,597 "," $ 14,714 "," $ 8,655 "," $ 6,059 ","7/1/2014","7","July","2014"
"Midmarket","Germany","VTT","High","492"," $ 250 "," $ 15 "," $ 7,380 "," $ 1,107 "," $ 6,273 "," $ 4,920 "," $ 1,353 ","7/1/2014","7","July","2014"
"Government","United States of America","VTT","High","267"," $ 250 "," $ 20 "," $ 5,340 "," $ 801 "," $ 4,539 "," $ 2,670 "," $ 1,869 ","10/1/2013","10","October","2013"
"Midmarket","Germany","VTT","High","1175"," $ 250 "," $ 15 "," $ 17,625 "," $ 2,644 "," $ 14,981 "," $ 11,750 "," $ 3,231 ","10/1/2014","10","October","2014"
"Enterprise","Canada","VTT","High","2954"," $ 250 "," $ 125 "," $ 369,250 "," $ 55,388 "," $ 313,863 "," $ 354,480 ","-$ 40,618 ","11/1/2013","11","November","2013"
"Enterprise","Germany","VTT","High","552"," $ 250 "," $ 125 "," $ 69,000 "," $ 10,350 "," $ 58,650 "," $ 66,240 ","-$ 7,590 ","11/1/2014","11","November","2014"
"Government","France","VTT","High","293"," $ 250 "," $ 20 "," $ 5,860 "," $ 879 "," $ 4,981 "," $ 2,930 "," $ 2,051 ","12/1/2014","12","December","2014"
"Small Business","France","Amarilla","High","2475"," $ 260 "," $ 300 "," $ 742,500 "," $ 111,375 "," $ 631,125 "," $ 618,750 "," $ 12,375 ","3/1/2014","3","March","2014"
"Small Business","Mexico","Amarilla","High","546"," $ 260 "," $ 300 "," $ 163,800 "," $ 24,570 "," $ 139,230 "," $ 136,500 "," $ 2,730 ","10/1/2014","10","October","2014"
"Government","Mexico","Montana","High","1368"," $ 5 "," $ 7 "," $ 9,576 "," $ 1,436 "," $ 8,140 "," $ 6,840 "," $ 1,300 ","2/1/2014","2","February","2014"
"Government","Canada","Paseo","High","723"," $ 10 "," $ 7 "," $ 5,061 "," $ 759 "," $ 4,302 "," $ 3,615 "," $ 687 ","4/1/2014","4","April","2014"
"Channel Partners","United States of America","VTT","High","1806"," $ 250 "," $ 12 "," $ 21,672 "," $ 3,251 "," $ 18,421 "," $ 5,418 "," $ 13,003 ","5/1/2014","5","May","2014"
